Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;Column1
Guatemala;GTM;GDP per capita (current US$);2,52756E+14;2,53227E+14;2,61179E+14;2,80097E+14;2,7993E+14;2,78828E+14;2,83193E+14;2,87968E+14;3,10662E+14;3,22438E+14;3,49025E+14;3,5509E+14;3,67119E+14;4,38545E+14;5,27418E+14;5,94652E+14;6,96222E+14;8,54637E+14;9,25126E+13;1,02708E+14;1,14344E+14;1,21726E+14;1,20025E+14;1,21272E+14;1,2347E+13;1,23308E+14;8,92293E+14;8,50219E+14;9,15398E+14;9,55113E+14;8,45307E+14;1,01175E+14;1,09396E+14;1,16437E+12;1,29347E+14;1,42468E+14;1,48761E+14;1,649E+14;1,75585E+14;1,61951E+14;1,6643E+14;1,55036E+14;1,68299E+14;1,73788E+14;1,8591E+12;2,0685E+14;2,25109E+14;2,49075E+14;2,80246E+14;2,65182E+14;2,85255E+14;3,22805E+13;3,35504E+14;3,52277E+14;3,77964E+14;3,99464E+14;4,1733E+14;4,45405E+14;4,47842E+14;4,63863E+14;4,60334E+14;5,02558E+14;
Guam;GUM;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1594E+14;2,26283E+13;2,44728E+14;2,65962E+14;2,67131E+14;2,76805E+14;2,92888E+14;3,03205E+13;3,10401E+14;3,12105E+14;3,29083E+14;3,36565E+14;3,48432E+14;3,58293E+14;3,6214E+14;3,66019E+14;3,65567E+14;3,80406E+14;3,46243E+14;;
Guyana;GUY;GDP per capita (current US$);2,97676E+14;3,15385E+14;3,21545E+14;2,82304E+14;3,05366E+14;3,27116E+14;3,44168E+14;3,7016E+14;3,34842E+14;3,58322E+14;3,79896E+14;3,95203E+14;3,95292E+14;4,20666E+14;5,88137E+14;6,63396E+14;6,02625E+14;5,90065E+14;6,58436E+14;6,8333E+14;7,73182E+14;7,29605E+13;6,16961E+14;6,28194E+14;5,64528E+14;5,8861E+14;6,60152E+14;4,68138E+14;5,51262E+13;5,09374E+14;5,33538E+14;4,68158E+14;4,99032E+14;6,02144E+14;7,12713E+14;8,16535E+12;9,27189E+14;9,88341E+14;9,51912E+13;9,2674E+14;9,544E+14;9,55665E+14;9,74949E+14;9,97211E+14;1,05642E+14;1,10551E+14;3,18867E+14;3,65848E+14;4,05079E+14;4,23377E+14;4,5807E+14;4,90857E+14;5,37881E+14;5,48914E+14;5,40715E+14;5,57683E+14;5,8114E+14;6,12495E+14;6,14582E+14;6,60951E+14;6,95594E+14;9,3748E+14;
High income;HIC;GDP per capita (current US$);1,37201E+14;1,43412E+14;1,52849E+14;1,62611E+14;1,75335E+14;1,88205E+14;2,04231E+14;2,16888E+14;2,32861E+14;2,53639E+14;2,7438E+14;3,01072E+14;3,45714E+14;4,14251E+14;4,62662E+14;5,11525E+14;5,52695E+13;6,20756E+14;7,37731E+14;8,45756E+14;9,36959E+14;9,43482E+13;9,27603E+14;9,50988E+14;9,85393E+14;1,02778E+13;1,23947E+13;1,42675E+14;1,59527E+12;1,65707E+13;1,84743E+14;1,93793E+14;2,0721E+14;2,07207E+14;2,21468E+13;2,43959E+14;2,4443E+14;2,38708E+14;2,38118E+14;2,48585E+14;2,5225E+14;2,48224E+14;2,57237E+14;2,86539E+14;3,16944E+14;3,32955E+14;3,49197E+14;3,7953E+14;4,01162E+14;3,73073E+14;3,88367E+14;4,17422E+14;4,15249E+14;4,18058E+14;4,24558E+14;3,98473E+13;4,04752E+14;4,21182E+14;4,45714E+14;4,47748E+14;4,32824E+14;4,78868E+14;
Hong Kong SAR, China;HKG;GDP per capita (current US$);4,29443E+14;4,36754E+14;4,87821E+14;5,65728E+14;6,29592E+14;6,76806E+14;6,85927E+14;7,23239E+14;7,14483E+13;8,25523E+14;9,60032E+14;1,10647E+14;1,38474E+14;1,89318E+14;2,14461E+14;2,25211E+14;2,85001E+13;3,42942E+14;3,92394E+14;4,56945E+14;5,70041E+14;5,99132E+14;6,13378E+14;5,59524E+14;6,20823E+14;6,54293E+14;7,43503E+14;9,07133E+14;1,06097E+14;1,20978E+14;1,34855E+14;1,54659E+14;1,79764E+14;2,03955E+14;2,25026E+14;2,34975E+14;2,48182E+14;2,733E+14;2,5809E+13;2,50917E+14;2,57567E+14;2,52302E+14;2,46659E+14;2,3977E+14;2,49281E+14;2,66498E+13;2,82242E+14;3,0594E+14;3,15157E+14;3,06973E+13;3,255E+13;3,51425E+14;3,67309E+14;3,84038E+14;4,03153E+14;4,24319E+14;4,37339E+14;4,61604E+13;4,85376E+14;4,83561E+14;4,6101E+13;4,96606E+14;
Honduras;HND;GDP per capita (current US$);1,64644E+13;1,6991E+14;1,79876E+14;1,85049E+14;2,00435E+14;2,16815E+14;2,27741E+14;2,40547E+14;2,52585E+14;2,53269E+14;2,66136E+14;2,61246E+14;2,78616E+14;3,07345E+14;3,38155E+14;3,56457E+12;4,14623E+14;4,97938E+14;8,95648E+14;9,93725E+14;1,07881E+14;1,06617E+14;1,091E+14;1,11048E+14;1,18303E+14;1,23287E+14;1,28741E+13;1,36289E+14;1,26207E+14;1,12828E+14;9,93483E+14;9,11755E+14;9,42613E+12;9,13302E+14;8,36602E+14;9,36668E+14;8,87693E+13;9,48955E+14;1,02346E+14;1,00272E+14;1,09311E+14;1,13319E+14;1,13406E+14;1,15818E+14;1,21782E+14;1,30809E+14;1,43006E+14;1,58305E+14;1,73935E+14;1,78971E+14;1,90435E+14;2,08832E+13;2,14434E+14;2,10259E+14;2,20605E+14;2,3022E+14;2,34258E+14;2,45373E+14;2,51032E+14;2,57436E+14;2,40573E+14;2,83103E+14;
Heavily indebted poor countries (HIPC);HPC;GDP per capita (current US$);1,0734E+14;1,07567E+14;1,14312E+14;1,34619E+13;1,17341E+14;1,33667E+14;1,41921E+14;1,35505E+14;1,3973E+14;1,51268E+14;1,54444E+14;1,61965E+14;1,71787E+14;2,02327E+14;2,40163E+14;2,67174E+14;2,76221E+14;3,16213E+14;3,55728E+14;3,87337E+14;4,08421E+13;3,87342E+14;3,75115E+14;3,50355E+14;3,43739E+14;3,33005E+14;3,7246E+14;3,98922E+14;4,09009E+14;4,05846E+14;4,55623E+11;4,79533E+13;3,50412E+13;3,52687E+14;2,90621E+14;3,29505E+14;3,47296E+14;3,51914E+14;3,62466E+14;3,54455E+14;3,74085E+14;3,53594E+14;3,69969E+14;4,07006E+14;4,55978E+13;5,09409E+14;5,84166E+14;6,81347E+14;7,88339E+14;7,75554E+14;8,3339E+14;9,08257E+14;9,16195E+14;9,91375E+14;1,02419E+13;9,6577E+14;9,87109E+14;1,06541E+14;9,87174E+14;9,94898E+14;9,75474E+14;1,05792E+14;
Croatia;HRV;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,91709E+14;5,28301E+14;5,31237E+14;5,69111E+14;5,24694E+14;4,88771E+14;5,41293E+14;6,29323E+14;8,12979E+14;9,74744E+14;1,06215E+13;1,17975E+14;1,40463E+14;1,64166E+14;1,4653E+14;1,40675E+14;1,47572E+14;1,34017E+14;1,38377E+14;1,37624E+14;1,19334E+14;1,25277E+14;1,36293E+13;1,52276E+14;1,53118E+13;1,41325E+14;1,73988E+14;
Haiti;HTI;GDP per capita (current US$);7,06611E+13;6,87643E+14;7,0138E+14;7,19622E+14;7,78626E+14;8,29476E+14;8,49853E+14;8,34119E+14;8,1593E+14;8,52958E+14;7,08262E+14;7,62637E+14;7,69019E+14;9,49046E+14;1,12996E+14;1,3375E+14;1,69311E+14;1,78861E+14;1,80273E+14;1,95754E+14;2,45217E+14;2,56246E+14;2,49432E+13;2,68292E+14;2,93187E+14;3,17076E+14;3,57797E+13;3,09303E+14;3,86777E+14;3,96686E+14;4,39944E+14;4,83874E+14;3,08371E+13;2,51753E+14;2,85119E+14;3,63266E+14;3,68632E+14;4,15771E+14;4,55542E+14;4,99303E+14;8,05026E+14;7,35521E+14;6,9203E+14;5,42334E+14;6,67283E+14;7,81277E+14;8,04525E+14;1,00289E+14;1,08694E+14;1,1836E+14;1,19197E+14;1,28795E+14;1,33734E+14;1,43284E+14;1,43514E+14;1,38685E+14;1,29038E+14;1,36906E+14;1,47935E+13;1,31277E+14;1,27237E+14;1,81467E+14;
Hungary;HUN;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,35026E+14;3,73511E+14;3,87399E+14;4,17337E+14;4,49471E+14;4,52504E+14;4,59618E+14;4,74421E+14;4,79348E+14;4,62428E+14;5,27603E+14;6,65533E+14;8,4211E+14;1,03037E+13;1,12259E+14;1,14931E+14;1,3945E+14;1,57772E+14;1,30818E+14;1,32231E+14;1,42403E+14;1,29892E+14;1,372E+14;1,42988E+13;1,27207E+14;1,31074E+14;1,46237E+14;1,64274E+14;1,67357E+14;1,6076E+14;1,87727E+14;
IBRD only;IBD;GDP per capita (current US$);1,70451E+14;1,61382E+14;1,62571E+14;1,70464E+14;1,88627E+14;2,02449E+14;2,04179E+14;2,04968E+14;2,11525E+14;2,30702E+14;2,45114E+14;2,61419E+14;2,87592E+14;3,64303E+14;4,49521E+14;4,75949E+14;5,0555E+14;5,62286E+14;5,95041E+14;6,98457E+13;8,11966E+14;8,60185E+14;8,3567E+14;8,07591E+14;8,07087E+14;8,25061E+14;8,41341E+14;8,43884E+14;8,92468E+12;9,09244E+13;1,02856E+14;9,80585E+14;1,01597E+14;1,07556E+14;1,17205E+14;1,31258E+14;1,41423E+14;1,47991E+14;1,41847E+14;1,36446E+14;1,46746E+14;1,46868E+14;1,47462E+14;1,63998E+14;1,93395E+14;2,28821E+14;2,68598E+14;3,30274E+14;3,9245E+14;3,76886E+14;4,53971E+14;5,31955E+14;5,59461E+14;5,84471E+14;5,98085E+14;5,54768E+14;5,54017E+14;6,05891E+14;6,38775E+14;6,47378E+14;6,1764E+14;7,24196E+14;
IDA & IBRD total;IBT;GDP per capita (current US$);1,58125E+14;1,51426E+13;1,53512E+14;1,61977E+14;1,75609E+14;1,88961E+14;1,91736E+14;1,91887E+13;1,97863E+14;2,15858E+14;2,31255E+14;2,43817E+14;2,65666E+14;3,3184E+14;4,12308E+14;4,41465E+14;4,66084E+14;5,15426E+14;5,47947E+13;6,40328E+13;7,43749E+14;8,20171E+14;7,89498E+14;7,44911E+14;7,3436E+14;7,4779E+14;7,58877E+14;7,64749E+14;7,99692E+14;8,11543E+13;9,15318E+14;8,77176E+14;8,94341E+14;9,36669E+14;1,01015E+14;1,12983E+14;1,21699E+14;1,26859E+14;1,21744E+14;1,17344E+14;1,26079E+14;1,25773E+14;1,2652E+14;1,40182E+14;1,64657E+12;1,93886E+14;2,27022E+14;2,76959E+14;3,27962E+14;3,14643E+14;3,75997E+14;4,344E+14;4,55229E+14;4,75112E+14;4,85914E+14;4,50959E+14;4,49384E+14;4,87904E+14;5,11091E+14;5,16884E+14;4,92538E+14;5,72032E+13;
IDA total;IDA;GDP per capita (current US$);9,72096E+14;1,00221E+14;1,05408E+14;1,15573E+14;1,10041E+13;1,20581E+14;1,27504E+14;1,25183E+14;1,28517E+14;1,40585E+14;1,59088E+14;1,55613E+14;1,58539E+14;1,77728E+14;2,3397E+14;2,72887E+14;2,76655E+14;2,94299E+13;3,24968E+14;3,69194E+14;4,28024E+14;6,10896E+14;5,5965E+13;4,56789E+14;4,11033E+14;4,08748E+14;4,02085E+13;4,2179E+14;4,05837E+14;4,0018E+14;4,43254E+14;4,5137E+14;3,98774E+14;3,77256E+14;3,65333E+14;4,1086E+14;4,50646E+14;4,57151E+14;4,55116E+14;4,5826E+14;4,96904E+13;4,87859E+14;5,1137E+14;5,55481E+14;6,38472E+14;7,29106E+14;8,49506E+14;9,71101E+14;1,13297E+14;1,1017E+14;1,23206E+14;1,22083E+14;1,25483E+14;1,3324E+14;1,39492E+14;1,343E+14;1,34291E+14;1,37299E+14;1,36926E+14;1,39912E+14;1,36505E+14;1,45641E+14;
IDA blend;IDB;GDP per capita (current US$);1,00203E+14;1,0473E+13;1,0932E+14;1,12882E+14;1,20138E+14;1,27184E+14;1,3484E+14;1,32059E+14;1,35791E+14;1,51307E+14;2,02548E+14;1,83182E+14;2,00265E+14;2,07936E+14;2,91532E+14;3,25879E+14;3,81829E+14;3,90573E+14;4,11787E+14;4,90148E+14;6,09746E+14;1,13836E+14;1,0093E+14;7,43093E+14;6,18809E+13;6,03325E+14;5,28027E+14;5,24517E+14;5,23078E+13;4,89974E+14;5,25318E+14;5,13451E+14;5,02296E+14;4,3989E+14;4,30602E+14;4,91959E+14;5,29135E+14;5,26533E+14;5,06795E+14;5,16483E+14;5,73992E+14;5,59673E+13;6,04231E+14;6,63936E+12;7,89596E+14;9,22371E+14;1,12725E+14;1,26946E+14;1,47275E+14;1,36366E+14;1,55663E+14;1,74259E+14;1,88268E+13;1,99747E+14;2,09379E+14;1,97215E+14;1,86194E+14;1,7878E+14;1,83532E+13;1,85222E+14;1,7406E+14;1,85742E+14;
Indonesia;IDN;GDP per capita (current US$);;;;;;;;5,35373E+14;6,5053E+14;7,46021E+14;7,97145E+14;7,91782E+14;9,08762E+14;1,31025E+14;2,02495E+14;2,33117E+14;2,78197E+14;3,33694E+14;3,65916E+14;3,56921E+14;4,9158E+14;5,66578E+13;5,8367E+13;5,12959E+14;5,25334E+14;5,16961E+14;4,74859E+14;4,42215E+13;4,81781E+14;5,30003E+14;5,85077E+14;6,31783E+14;6,81938E+14;8,27905E+13;9,12203E+14;1,02639E+14;1,13741E+14;1,06371E+14;4,63948E+14;6,71099E+14;7,8019E+13;7,48258E+14;9,00178E+14;1,06565E+13;1,15026E+14;1,26329E+14;1,5898E+14;1,86E+14;2,16685E+14;2,26125E+14;3,12236E+14;3,64305E+14;3,69436E+14;3,62393E+14;3,49164E+14;3,3317E+14;3,56282E+14;3,83758E+14;3,89386E+14;4,13523E+14;3,87056E+14;4,29181E+14;
IDA only;IDX;GDP per capita (current US$);9,88528E+13;1,01139E+14;1,06813E+14;1,208E+14;1,08335E+14;1,21067E+14;1,27833E+14;1,25682E+14;1,28918E+14;1,39576E+14;1,41552E+14;1,46216E+14;1,41776E+14;1,67538E+14;2,11066E+14;2,53536E+14;2,2922E+14;2,51892E+14;2,88361E+14;3,15033E+14;3,4196E+14;3,39321E+14;3,27581E+14;3,09921E+14;3,05228E+13;3,09527E+14;3,39247E+13;3,7123E+13;3,47269E+14;3,5561E+14;4,02781E+14;4,21764E+14;3,46788E+14;3,46811E+14;3,33471E+14;3,71031E+14;4,1241E+14;4,23679E+12;4,30851E+14;4,30576E+14;4,59586E+14;4,53274E+14;4,65997E+14;5,0236E+13;5,6388E+14;6,33348E+14;7,10935E+14;8,22467E+14;9,63664E+14;9,71292E+14;1,06998E+14;9,5879E+14;9,38739E+14;9,97037E+14;1,04198E+14;1,02489E+14;1,08026E+14;1,16297E+14;1,13326E+14;1,1697E+14;1,17559E+14;1,25427E+14;
Isle of Man;IMN;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,26816E+14;1,40361E+14;1,59912E+14;1,84505E+14;2,06248E+14;2,03227E+14;2,13511E+13;2,48644E+14;2,95223E+14;3,54947E+14;3,77667E+14;4,21078E+14;5,41963E+14;7,09863E+14;6,5029E+14;6,97673E+13;7,73492E+14;7,91483E+14;8,33571E+14;9,23346E+14;8,5127E+14;8,21971E+12;8,34778E+13;8,91127E+14;8,64816E+14;;;
India;IND;GDP per capita (current US$);8,21886E+14;8,53543E+14;8,98818E+14;1,01126E+14;1,15537E+14;1,19319E+14;8,99973E+14;9,63391E+14;9,9876E+14;1,07622E+14;1,12434E+14;1,18603E+14;1,22982E+13;1,43779E+14;1,63478E+14;1,58036E+13;1,61092E+13;1,86214E+14;2,05693E+14;2,24001E+14;2,66578E+14;2,70471E+14;2,74111E+14;2,91238E+13;2,76668E+13;2,96435E+14;3,10466E+14;3,40417E+14;3,54149E+14;3,46113E+13;3,67557E+13;3,03056E+14;3,16954E+14;3,01159E+14;3,46103E+14;3,73766E+13;3,9995E+14;4,15494E+14;4,13299E+13;4,41999E+14;4,43314E+14;4,51573E+14;4,70987E+14;5,46727E+14;6,27774E+14;7,14861E+12;8,06753E+14;1,02833E+14;9,98522E+14;1,10196E+14;1,35756E+13;1,4581E+14;1,44388E+14;1,44961E+14;1,57389E+14;1,60561E+14;1,73255E+14;1,98067E+14;1,99826E+14;2,07224E+14;1,9331E+13;2,27743E+14;
Not classified;INX;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;GDP per capita (current US$);6,85615E+13;7,39276E+14;7,97006E+14;8,52135E+14;9,65135E+14;1,02377E+14;1,07451E+14;1,152E+14;1,12452E+14;1,29135E+14;1,48651E+14;1,70393E+14;2,08047E+14;2,42427E+14;2,51693E+14;2,9734E+14;2,91958E+14;3,42707E+13;4,39999E+14;5,42996E+14;6,37244E+14;5,98615E+13;6,16064E+14;5,91524E+14;5,69203E+14;6,01174E+13;8,11217E+14;9,58191E+14;1,07159E+14;1,11758E+13;1,40313E+14;1,40872E+14;1,57144E+14;1,46571E+14;1,59029E+14;1,91585E+14;2,08359E+14;2,25511E+14;2,42949E+14;2,63381E+14;2,63346E+14;2,82824E+13;3,27054E+14;4,12035E+14;4,77542E+14;5,0933E+14;5,43292E+14;6,13964E+13;6,13531E+14;5,21331E+14;4,86554E+14;5,21771E+14;4,9026E+14;5,1533E+14;5,55999E+13;6,20125E+14;6,28616E+14;6,9774E+14;7,91076E+14;8,08866E+14;8,54225E+14;9,91521E+14;
Iran, Islamic Rep.;IRN;GDP per capita (current US$);1,91681E+11;1,96925E+14;2,03437E+14;2,08132E+14;2,21321E+14;2,48341E+14;2,6498E+13;2,87083E+14;3,18992E+14;3,50914E+14;3,84944E+14;4,68957E+14;5,70351E+13;8,76268E+14;1,45373E+14;1,58193E+13;2,01741E+14;2,31589E+14;2,16887E+14;2,42747E+14;2,44144E+13;2,49999E+13;3,00815E+14;3,58333E+14;3,56866E+14;3,80558E+14;4,24469E+14;2,6177E+14;2,31846E+14;2,19796E+14;2,21433E+14;;;1,06731E+14;1,18569E+14;1,56926E+14;1,93281E+13;1,80434E+14;1,72384E+14;1,7569E+14;1,67001E+13;1,90941E+14;1,91168E+14;2,25394E+14;2,7562E+14;3,24605E+14;3,77436E+14;4,90467E+13;5,71731E+14;5,70995E+14;6,59966E+14;8,38927E+14;8,52577E+14;6,44303E+14;5,94305E+14;5,20068E+14;5,7558E+13;6,03207E+14;4,04634E+14;3,51404E+13;2,75675E+14;;
Iraq;IRQ;GDP per capita (current US$);2,31026E+14;2,45032E+14;2,54702E+14;2,50787E+14;2,88163E+14;;;;3,12822E+14;3,13817E+13;3,30885E+13;3,76892E+14;3,88111E+14;4,68854E+14;1,0181E+14;1,15182E+14;1,47115E+14;1,59188E+14;1,84767E+14;2,85211E+14;3,85026E+14;2,69316E+14;2,9366E+14;2,74797E+14;3,09E+14;3,113E+14;2,97079E+14;3,49228E+13;3,77338E+14;3,87362E+14;1,03569E+14;2,27953E+14;3,00864E+14;5,44416E+14;2,04272E+13;6,39923E+14;5,02029E+14;9,68529E+14;9,3231E+14;1,61747E+14;2,05826E+14;1,49439E+14;1,32073E+14;8,54825E+14;1,39196E+14;1,85552E+14;2,37321E+14;3,18284E+13;4,63664E+14;3,85383E+14;4,65728E+14;6,04549E+13;6,83607E+14;7,07655E+14;6,63768E+14;4,68832E+14;4,55066E+14;4,98545E+14;5,91585E+14;5,94346E+14;4,58375E+13;5,04839E+14;
Iceland;ISL;GDP per capita (current US$);1,41498E+14;1,41813E+14;1,56223E+14;1,83171E+14;2,29792E+13;2,72352E+14;3,21569E+14;3,12565E+14;2,35448E+14;2,0392E+14;2,57635E+14;3,2521E+14;4,01484E+14;5,43734E+14;7,04055E+14;6,45418E+14;7,58328E+14;9,95725E+14;1,12367E+13;1,26406E+14;1,48218E+14;1,51373E+14;1,37117E+14;1,16718E+14;1,19595E+14;1,23612E+14;1,6406E+12;2,24532E+14;2,4452E+14;2,24343E+14;2,53849E+14;2,6803E+14;2,71243E+14;2,35798E+14;2,40186E+14;2,66336E+14;2,76149E+14;2,79192E+14;3,10301E+14;3,23816E+14;3,20964E+14;2,88974E+14;3,24092E+14;3,94767E+14;4,73349E+14;5,67949E+14;5,74929E+14;6,94957E+14;5,69434E+14;4,13013E+13;4,32371E+14;4,77146E+14;4,59955E+14;4,9805E+14;5,45767E+14;5,29517E+14;6,19879E+14;7,20101E+14;7,44698E+14;6,89415E+14;5,9264E+14;6,83838E+14;
Israel;ISR;GDP per capita (current US$);1,22917E+13;1,43638E+14;1,09464E+14;1,25781E+14;1,37589E+14;1,42931E+14;1,51388E+14;1,46812E+14;1,64788E+14;1,85239E+14;;;;;;;;;;;;;;;;;;;;;;;;;;1,81435E+14;1,93571E+13;1,9663E+14;1,94271E+12;1,91292E+14;2,10615E+14;2,03162E+14;1,84396E+14;1,89914E+14;1,99106E+14;2,05851E+14;2,18531E+13;2,49525E+14;2,96508E+14;2,77805E+14;3,078E+14;3,37755E+14;3,26676E+14;3,64995E+14;3,78476E+14;3,58084E+14;3,73303E+13;4,07741E+14;4,20635E+14;4,39512E+14;4,41776E+14;5,14301E+14;
Italy;ITA;GDP per capita (current US$);8,04493E+14;8,87337E+14;9,9026E+13;1,12602E+14;1,22254E+13;1,30445E+14;1,40244E+14;1,53369E+14;1,65194E+14;1,81339E+14;2,10686E+14;2,30561E+14;2,67114E+13;3,20525E+14;3,62115E+14;4,10699E+14;4,0331E+14;4,6036E+14;5,6105E+14;6,99029E+14;8,45692E+14;7,62283E+14;7,55652E+14;7,83258E+13;7,73972E+14;7,99069E+14;1,1315E+14;1,42347E+14;1,57447E+14;1,63867E+14;2,08258E+14;2,19565E+14;2,32435E+14;1,87388E+14;1,93376E+14;2,06646E+14;2,30816E+14;2,18293E+14;2,23181E+14;2,20051E+14;2,01376E+14;2,0501E+14;2,23763E+14;2,75263E+14;3,13172E+14;3,20551E+14;3,35297E+14;3,78707E+14;4,09449E+14;3,72268E+14;3,60356E+14;3,86496E+14;3,50515E+14;3,55601E+14;3,55657E+14;3,02424E+14;3,09607E+14;3,24067E+14;3,46222E+14;3,36735E+14;3,1835E+14;3,55513E+14;
Jamaica;JAM;GDP per capita (current US$);4,29254E+14;4,53058E+14;4,63891E+14;4,85244E+14;5,18814E+14;5,53451E+14;6,15964E+14;6,36616E+14;5,93625E+14;6,44058E+14;7,48959E+14;8,08634E+13;9,68973E+14;9,68957E+14;1,18855E+14;1,41045E+14;1,44305E+14;1,56174E+14;1,25573E+14;1,13703E+14;1,23884E+14;1,35602E+13;1,47424E+13;1,59318E+14;1,02914E+14;8,99257E+14;1,1681E+14;1,38376E+14;1,6022E+14;1,83276E+14;1,89769E+14;1,68333E+14;1,43657E+14;2,18953E+14;2,17317E+14;2,59601E+14;2,88978E+14;3,2509E+14;3,36819E+14;3,37567E+13;3,39212E+14;3,43766E+14;3,6092E+14;3,48051E+13;3,7338E+13;4,1036E+13;4,33129E+14;4,62375E+14;4,92813E+14;4,33518E+14;4,70405E+14;5,11147E+14;5,20986E+14;4,98973E+14;4,83428E+14;4,90793E+12;4,84375E+14;5,0701E+13;5,35999E+14;5,3695E+13;4,66453E+14;4,58665E+14;
Jordan;JOR;GDP per capita (current US$);;;;;;5,11103E+14;5,19374E+14;4,58128E+14;3,74083E+14;4,32146E+14;3,71574E+14;3,74886E+14;4,18581E+14;4,84336E+14;5,9642E+14;6,59775E+14;8,048E+14;9,62011E+14;1,16301E+14;1,42057E+14;1,64426E+14;1,77887E+14;1,82583E+14;1,84187E+14;1,78373E+14;1,72198E+14;2,12297E+14;2,1571E+14;1,92756E+14;1,2417E+13;1,16661E+14;1,15523E+14;1,33529E+14;1,33423E+12;1,41434E+14;1,46604E+14;1,46389E+14;1,49451E+14;1,6004E+14;1,61954E+14;1,65162E+13;1,72036E+14;1,80206E+14;1,87626E+14;2,04496E+14;2,18339E+14;2,51303E+14;2,73538E+14;3,45577E+14;3,55969E+14;3,73665E+14;3,85289E+14;3,91035E+14;4,04443E+14;4,13145E+14;4,16411E+14;4,17536E+14;4,23152E+14;4,30815E+13;4,40549E+14;4,28277E+14;4,40584E+13;
Japan;JPN;GDP per capita (current US$);4,75319E+14;5,68908E+14;6,39641E+14;7,24694E+14;8,43617E+14;9,28519E+14;1,06856E+14;1,23932E+14;1,45134E+14;1,68466E+14;2,05612E+14;2,27208E+14;2,96704E+13;3,97475E+14;4,35382E+14;4,67445E+14;5,19762E+14;6,33529E+14;8,82069E+14;9,10356E+14;9,46335E+14;1,03602E+14;9,57561E+14;1,04212E+14;1,09789E+14;1,15767E+14;1,71133E+14;2,0749E+14;2,5059E+14;2,48228E+14;2,53715E+14;2,8915E+14;3,1415E+14;3,5682E+14;3,99335E+14;4,41976E+14;3,915E+14;3,56382E+14;3,24238E+14;3,66102E+14;3,91694E+14;3,44062E+14;3,28208E+14;3,5387E+14;3,8299E+14;3,78129E+14;3,59915E+13;3,5779E+14;3,98763E+14;4,1309E+14;4,49682E+14;4,87601E+14;4,91453E+14;4,08986E+14;3,84754E+14;3,49606E+14;3,93755E+14;3,88341E+14;3,97271E+14;4,0458E+14;3,99182E+14;3,92852E+14;
Kazakhstan;KAZ;GDP per capita (current US$);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,64746E+14;1,51492E+14;1,51574E+14;1,42908E+14;1,31618E+14;1,28819E+14;1,35031E+14;1,4455E+14;1,46867E+14;1,13012E+14;1,229E+14;1,49093E+14;1,65803E+14;2,06812E+14;2,87429E+14;3,77128E+14;5,29158E+14;6,77141E+14;8,45802E+14;7,16522E+14;9,07049E+14;1,1634E+14;1,23867E+14;1,38906E+14;1,28073E+14;1,05108E+14;7,71484E+14;9,24758E+14;9,81263E+14;9,8126E+13;9,12164E+14;1,00415E+14;
Kenya;KEN;GDP per capita (current US$);9,74455E+14;9,46513E+14;1,00394E+14;1,03779E+14;1,08294E+14;1,04712E+14;1,18208E+14;1,20988E+14;1,28397E+14;1,33665E+14;1,4188E+13;1,5183E+14;1,73495E+14;1,99114E+14;2,27106E+14;2,40083E+14;2,46487E+14;3,07016E+14;3,48806E+13;3,94637E+14;4,42543E+14;4,01696E+14;3,62622E+14;3,24397E+14;3,23373E+14;3,08649E+14;3,51029E+14;3,7278E+14;3,77155E+14;3,61155E+14;3,61328E+14;3,32419E+14;3,24137E+14;2,2007E+14;2,65232E+12;3,25779E+14;4,21339E+14;4,45877E+14;4,6591E+14;4,14679E+14;3,97483E+14;3,95329E+14;3,89543E+14;4,29788E+14;4,51669E+14;5,11616E+14;6,85954E+14;8,25667E+14;9,0207E+13;1,03534E+14;1,0803E+14;1,08549E+14;1,27182E+13;1,35482E+13;1,46222E+14;1,46455E+14;1,52524E+14;1,63349E+14;1,79409E+13;1,9093E+14;1,87212E+14;2,00683E+13;
